dim_0,dim_1,epoch,character
1.710005,0.5129578,23,A
1.4141319,-1.3139014,23,T
-1.1886364,-1.2809424,23,H
-0.15561341,-1.9939368,23,?
-0.11314534,-1.996797,23,!
1.322069,-0.79275125,23,x
1.04752,-0.7017162,23,S
-0.5411052,0.25914377,23,M
-0.26114544,-1.0967058,23,W
0.54245013,0.35531655,23,B
0.10763253,0.32515496,23,F
-1.3668244,-0.3596229,23,j
0.21924992,1.8045213,23,‐
-1.2147554,0.28966388,23,G
0.42186165,-0.97702193,23,Y
-0.618139,-1.5234712,23,P
-1.9632621,-0.23453279,23,q
0.542879,1.8400044,23,—
0.90554965,-1.6655864,23,;
-0.18043724,-0.11630273,23,K
0.060792223,-0.6412457,23,D
-1.7373976,0.62464535,23,O
-0.8259471,-0.37729624,23,z
0.33197233,1.7191925,23,‘
-1.1541015,0.037033107,23,N
0.33552957,-0.05831751,23,C
-0.19101213,0.16239153,23,L
1.0027753,1.4154361,23,_
-0.8926098,0.1799952,23,R
0.30247515,-1.9031166,23,:
-1.8620003,0.16046436,23,E
1.4481708,0.25802556,23,V
0.32108894,1.6407038,23,(
0.7926587,-0.5220051,23,)
-1.0277507,0.699757,23,Z
-0.45338693,-0.34025994,23,J
1.9655042,-0.17534913,23,U
1.1767186,0.21571001,23,ï
1.6932462,1.0643858,23,ü
1.1704763,-1.4995158,23,-
0.0,0.0,23,~
0.5018229,1.8730072,24, 
1.9430269,-0.004898633,24,e
1.3201605,-1.1592036,24,t
-1.9342722,0.43015885,24,o
-0.7444437,0.8026562,24,a
0.6534547,-0.0021088412,24,n
-0.8703988,-1.20983,24,h
-0.84273386,1.706335,24,i
1.0578744,-0.5420255,24,s
-0.95324755,-0.15847544,24,r
0.0020691068,-0.6543713,24,d
-0.3991122,-0.080460384,24,l
-0.99229574,1.3195193,24,u
-0.63090974,-0.6033605,24,m
0.49821022,-0.97875506,24,y
-0.35296848,-0.9775324,24,w
0.35775864,-0.14121689,24,c
0.17046246,-0.21650663,24,f
0.9170306,-1.777373,24,","
0.040716626,-0.42194322,24,g
0.008875838,-1.9972198,24,.
-0.7886652,-0.42649195,24,p
-1.8329649,-0.73534757,24,b
-1.4130671,-0.9653942,24,v
-0.98140806,-0.62896144,24,k
1.6172597,1.0748401,24,I
0.81366414,0.27477527,24,’
0.39652616,1.4673228,24,“
0.8740203,-1.7591891,24,”
1.8631645,0.5726026,24,A
1.5301471,-1.2878858,24,T
-1.0866439,-1.3443762,24,H
-0.10794385,-1.9970849,24,?
0.035811506,-1.9996793,24,!
1.3335736,-0.90312576,24,x
0.978823,-0.69685584,24,S
-0.6594538,0.26079977,24,M
-0.4460083,-0.20628794,24,W
0.49762875,0.23752661,24,B
0.014124961,-0.07198957,24,F
-1.4970918,-0.43744722,24,j
0.04985789,1.946007,24,‐
-1.085055,0.15520255,24,G
0.47491658,-0.8844142,24,Y
0.39678055,0.5847739,24,P
-1.936612,-0.26313323,24,q
0.43174633,1.872772,24,—
0.8688057,-1.7557708,24,;
-0.24662891,-0.21733941,24,K
0.095923334,-0.65102774,24,D
-1.6434189,0.5653367,24,O
-0.8218033,-0.35743743,24,z
0.42285356,1.5187758,24,‘
-0.9099971,0.12792972,24,N
0.36548793,0.041483358,24,C
-0.34446588,0.14261667,24,L
1.3224016,1.2367722,24,_
-0.9902767,0.025158562,24,R
0.3412906,-1.8418674,24,:
-1.9097515,0.3568413,24,E
1.3645447,0.3637724,24,V
0.12537804,1.7177423,24,(
0.42493325,-0.86705136,24,)
-0.2676796,-0.1540554,24,Z
-1.0110283,-0.4370051,24,J
1.5954098,0.57154113,24,U
0.9577627,1.422041,24,ï
1.5423322,1.1830552,24,ü
0.46193355,-1.0231715,24,-
0.0,0.0,24,~
0.5576327,1.8591152,25, 
1.9409477,0.0057919603,25,e
1.3225936,-1.1807796,25,t
-1.9431131,0.34060445,25,o
-0.71505755,0.8010865,25,a
0.720139,-0.011556507,25,n
-0.887016,-1.2242253,25,h
-0.86029375,1.7509094,25,i
1.0757203,-0.53858715,25,s
-0.93981224,-0.133668,25,r
0.009235593,-0.70221597,25,d
-0.41580653,-0.09034528,25,l
-1.0689782,1.3288374,25,u
-0.64393973,-0.6621902,25,m
0.41991153,-1.1131063,25,y
-0.3290687,-0.9591956,25,w
0.37286517,-0.0869568,25,c
0.15875305,-0.17936559,25,f
0.8918082,-1.7504133,25,","
0.07614908,-0.4609914,25,g
-0.19499324,-1.8128009,25,.
-0.7596211,-0.30926862,25,p
-1.773267,-0.7253917,25,b
-1.4824573,-0.9591907,25,v
-1.0020162,-0.67055804,25,k
1.5487473,1.0568353,25,I
0.9220292,0.35645717,25,’
0.35546762,1.5819404,25,“
0.71377736,-1.5632107,25,”
1.9137013,0.58115995,25,A
1.544592,-1.2350945,25,T
-1.1993333,-1.519569,25,H
-0.14425032,-1.9724818,25,?
-0.027664097,-1.9965093,25,!
1.2968789,-0.8226718,25,x
1.0411575,-0.5045642,25,S
-0.649095,0.31203076,25,M
-0.27329132,-0.9750915,25,W
0.5451505,0.56081307,25,B
0.049140204,0.15590549,25,F
-1.3816398,-0.44435748,25,j
0.30114225,1.7204719,25,‐
-1.204293,0.18762031,25,G
0.43727317,-1.0299381,25,Y
-0.22673418,0.20546678,25,P
-1.9946597,-0.1460555,25,q
0.63687986,1.7884185,25,—
1.0958936,-1.642443,25,;
-0.19299556,-0.18730962,25,K
0.06034071,-0.68410164,25,D
-1.8897953,0.51028895,25,O
-1.0002174,-0.81825036,25,z
0.5551472,1.6515304,25,‘
-1.109466,0.09792495,25,N
-0.4884731,-0.19636229,25,C
-0.29739493,0.090623416,25,L
0.97050524,1.3201551,25,_
-1.071722,0.104343265,25,R
0.385195,-1.4311352,25,:
-1.8908134,0.32199043,25,E
1.4221001,0.4615587,25,V
0.7234547,1.7441455,25,(
0.58944184,-0.8978855,25,)
-0.47409135,0.1453747,25,Z
-1.2111328,-0.14386804,25,J
1.0186054,0.79479766,25,U
1.8261552,0.37905383,25,ï
1.5161381,1.1470332,25,ü
0.9889743,-0.92680216,25,-
0.0,0.0,25,~
